"1000001";"1";"H";"1";"0";"1s";"0.5";"0";"0.5";"0.0"
"2000001";"1";"H";"1";"0";"2s";"0.5";"0";"0.5";"82259.0"
"3000001";"1";"H";"1";"0";"2p";"0.5";"1";"0.5";"82258.9"
"4000001";"1";"H";"1";"0";"2p";"0.5";"1";"1.5";"82259.3"
"5000001";"1";"H";"1";"0";"3s";"0.5";"0";"0.5";"97492.2"
"6000001";"1";"H";"1";"0";"3p";"0.5";"1";"0.5";"97492.2"
"7000001";"1";"H";"1";"0";"3p";"0.5";"1";"1.5";"97492.3"
"8000001";"1";"H";"1";"0";"3d";"0.5";"2";"1.5";"97492.3"
"9000001";"1";"H";"1";"0";"3d";"0.5";"2";"2.5";"97492.4"
"10000001";"1";"H";"1";"0";"4s";"0.5";"0";"0.5";"102823.9"
"11000001";"1";"H";"1";"0";"4p";"0.5";"1";"0.5";"102823.9"
"12000001";"1";"H";"1";"0";"4p";"0.5";"1";"1.5";"102823.9"
"13000001";"1";"H";"1";"0";"4d";"0.5";"2";"1.5";"102823.9"
"14000001";"1";"H";"1";"0";"4d";"0.5";"2";"2.5";"102823.9"
"15000001";"1";"H";"1";"0";"4f";"0.5";"3";"2.5";"102823.9"
"16000001";"1";"H";"1";"0";"4f";"0.5";"3";"3.5";"102823.9"
"17000001";"1";"H";"1";"0";"5s";"0.5";"0";"0.5";"105291.6"
"18000001";"1";"H";"1";"0";"5p";"0.5";"1";"0.5";"105291.6"
"19000001";"1";"H";"1";"0";"5p";"0.5";"1";"1.5";"105291.7"
"20000001";"1";"H";"1";"0";"5d";"0.5";"2";"1.5";"105291.7"
"21000001";"1";"H";"1";"0";"5d";"0.5";"2";"2.5";"105291.7"
"22000001";"1";"H";"1";"0";"5f";"0.5";"3";"2.5";"105291.7"
"23000001";"1";"H";"1";"0";"5f";"0.5";"3";"3.5";"105291.7"
"24000001";"1";"H";"1";"0";"5g";"0.5";"4";"3.5";"105291.7"
"25000001";"1";"H";"1";"0";"5g";"0.5";"4";"4.5";"105291.7"
"1001002";"1002";"He";"2";"1";"1s";"0.5";"0";"0.5";"0.0"
"2001002";"1002";"He";"2";"1";"2s";"0.5";"0";"0.5";"329179.8"
"3001002";"1002";"He";"2";"1";"2p";"0.5";"1";"0.5";"329179.3"
"4001002";"1002";"He";"2";"1";"2p";"0.5";"1";"1.5";"329185.2"
"5001002";"1002";"He";"2";"1";"3s";"0.5";"0";"0.5";"390141.0"
"6001002";"1002";"He";"2";"1";"3p";"0.5";"1";"0.5";"390140.8"
"7001002";"1002";"He";"2";"1";"3p";"0.5";"1";"1.5";"390142.6"
"8001002";"1002";"He";"2";"1";"3d";"0.5";"2";"1.5";"390142.6"
"9001002";"1002";"He";"2";"1";"3d";"0.5";"2";"2.5";"390143.1"
"10001002";"1002";"He";"2";"1";"4s";"0.5";"0";"0.5";"411477.2"
"11001002";"1002";"He";"2";"1";"4p";"0.5";"1";"0.5";"411477.1"
"12001002";"1002";"He";"2";"1";"4p";"0.5";"1";"1.5";"411477.9"
"13001002";"1002";"He";"2";"1";"4d";"0.5";"2";"1.5";"411477.9"
"14001002";"1002";"He";"2";"1";"4d";"0.5";"2";"2.5";"411478.1"
"15001002";"1002";"He";"2";"1";"4f";"0.5";"3";"2.5";"411478.1"
"16001002";"1002";"He";"2";"1";"4f";"0.5";"3";"3.5";"411478.2"
"17001002";"1002";"He";"2";"1";"5s";"0.5";"0";"0.5";"421352.7"
"18001002";"1002";"He";"2";"1";"5p";"0.5";"1";"0.5";"421352.7"
"19001002";"1002";"He";"2";"1";"5p";"0.5";"1";"1.5";"421353.1"
"20001002";"1002";"He";"2";"1";"5d";"0.5";"2";"1.5";"421353.1"
"21001002";"1002";"He";"2";"1";"5d";"0.5";"2";"2.5";"421353.2"
"22001002";"1002";"He";"2";"1";"5f";"0.5";"3";"2.5";"421353.2"
"23001002";"1002";"He";"2";"1";"5f";"0.5";"3";"3.5";"421353.2"
"24001002";"1002";"He";"2";"1";"5g";"0.5";"4";"3.5";"421353.2"
"25001002";"1002";"He";"2";"1";"5g";"0.5";"4";"4.5";"421353.3"
"1000002";"2";"He";"2";"0";"1s2";"0.0";"0";"0.0";"0.0"
"2000002";"2";"He";"2";"0";"1s 2s";"1.0";"0";"1.0";"159856.1"
"3000002";"2";"He";"2";"0";"1s 2s";"0.0";"0";"0.0";"166277.5"
"4000002";"2";"He";"2";"0";"1s 2p";"1.0";"1";"2.0";"169086.9"
"5000002";"2";"He";"2";"0";"1s 2p";"1.0";"1";"1.0";"169086.9"
"6000002";"2";"He";"2";"0";"1s 2p";"1.0";"1";"0.0";"169087.9"
"7000002";"2";"He";"2";"0";"1s 2p";"0.0";"1";"1.0";"171135.0"
"8000002";"2";"He";"2";"0";"1s 3s";"1.0";"0";"1.0";"183236.9"
"9000002";"2";"He";"2";"0";"1s 3s";"0.0";"0";"0.0";"184864.9"
"10000002";"2";"He";"2";"0";"1s 3p";"1.0";"1";"2.0";"185564.7"
"11000002";"2";"He";"2";"0";"1s 3p";"1.0";"1";"1.0";"185564.7"
"12000002";"2";"He";"2";"0";"1s 3p";"1.0";"1";"0.0";"185565.0"
"13000002";"2";"He";"2";"0";"1s 3d";"1.0";"2";"3.0";"186101.7"
"14000002";"2";"He";"2";"0";"1s 3d";"1.0";"2";"2.0";"186101.7"
"15000002";"2";"He";"2";"0";"1s 3d";"1.0";"2";"1.0";"186101.7"
"16000002";"2";"He";"2";"0";"1s 3d";"0.0";"2";"2.0";"186105.1"
"17000002";"2";"He";"2";"0";"1s 3p";"0.0";"1";"1.0";"186209.5"
"18000002";"2";"He";"2";"0";"1s 4s";"1.0";"0";"1.0";"190298.2"
"19000002";"2";"He";"2";"0";"1s 4s";"0.0";"0";"0.0";"190940.3"
"20000002";"2";"He";"2";"0";"1s 4p";"1.0";"1";"2.0";"191217.1"
"21000002";"2";"He";"2";"0";"1s 4p";"1.0";"1";"1.0";"191217.2"
"22000002";"2";"He";"2";"0";"1s 4p";"1.0";"1";"0.0";"191217.3"
"23000002";"2";"He";"2";"0";"1s 4d";"1.0";"2";"3.0";"191444.6"
"24000002";"2";"He";"2";"0";"1s 4d";"1.0";"2";"2.0";"191444.6"
"25000002";"2";"He";"2";"0";"1s 4d";"1.0";"2";"1.0";"191444.6"
"26000002";"2";"He";"2";"0";"1s 4d";"0.0";"2";"2.0";"191446.6"
"27000002";"2";"He";"2";"0";"1s 4f";"1.0";"3";"3.0";"191452.0"
"28000002";"2";"He";"2";"0";"1s 4f";"1.0";"3";"4.0";"191452.0"
"29000002";"2";"He";"2";"0";"1s 4f";"1.0";"3";"2.0";"191452.0"
"30000002";"2";"He";"2";"0";"1s 4f";"0.0";"3";"3.0";"191452.0"
"31000002";"2";"He";"2";"0";"1s 4p";"0.0";"1";"1.0";"191492.8"
"32000002";"2";"He";"2";"0";"1s 5s";"1.0";"0";"1.0";"193347.1"
"33000002";"2";"He";"2";"0";"1s 5s";"0.0";"0";"0.0";"193663.6"
"34000002";"2";"He";"2";"0";"1s 5p";"1.0";"1";"2.0";"193800.8"
"35000002";"2";"He";"2";"0";"1s 5p";"1.0";"1";"1.0";"193800.8"
"36000002";"2";"He";"2";"0";"1s 5p";"1.0";"1";"0.0";"193800.9"
"37000002";"2";"He";"2";"0";"1s 5d";"1.0";"2";"3.0";"193917.3"
"38000002";"2";"He";"2";"0";"1s 5d";"1.0";"2";"2.0";"193917.3"
"39000002";"2";"He";"2";"0";"1s 5d";"1.0";"2";"1.0";"193917.3"
"40000002";"2";"He";"2";"0";"1s 5d";"0.0";"2";"2.0";"193918.4"
"41000002";"2";"He";"2";"0";"1s 5f";"1.0";"3";"3.0";"193921.2"
