"SQN_ID","SQN_E_ID","SQN_QN_Tag","SQN_QN1","SQN_QN2","SQN_QN3","SQN_QN4","SQN_QN5","SQN_QN6","SQN_Case","SQN_Label","SQN_SLAP_Label","SQN_ValueFloat","SQN_ValueString","SQN_ColumnValue","SQN_ColumnValueFunction","SQN_SpinRef","SQN_Attribute","SQN_Order","SQN_Comment"
6279,671,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6284,672,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6289,673,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6294,674,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6299,681,102,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6304,687,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6309,996,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6314,980,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6324,932,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6329,908,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6334,905,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6339,904,102,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6346,402,103,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6352,403,103,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6358,411,103,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
6377,338,112,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6387,345,112,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6407,362,112,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6442,520,114,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6449,641,114,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6461,54,123,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
6473,337,123,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6479,341,123,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6485,390,123,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6499,466,124,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6518,354,133,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6530,362,133,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6536,367,133,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6554,552,133,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
6560,577,133,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6567,387,144,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6574,388,144,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6581,389,144,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6595,60,154,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
6602,363,154,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6609,364,154,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6616,365,154,,,,,,,"lpos","vi","VibrationalNu",0.5,"",,"","","",6,""
6623,366,154,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
6901,375,202,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6895,374,202,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6889,373,202,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
6997,433,202,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
7003,434,202,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
7015,556,202,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
7021,567,202,,,,,,,"lpcs","vi","VibrationalNu",0,"",,"","","",6,""
7109,476,213,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7116,574,213,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7123,588,213,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7130,685,213,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7147,439,224,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7155,492,224,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
7163,574,224,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7171,638,224,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7179,657,224,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7187,678,224,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7195,788,224,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7203,928,224,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7211,177,234,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7219,229,234,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7227,453,234,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7235,454,234,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7243,476,234,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7251,503,234,,,,,,,"lp","vi","VibrationalNu",0,"",,"","","",6,""
7259,588,234,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7268,582,255,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7277,583,255,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7286,584,255,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7295,585,255,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7304,586,255,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7313,587,255,,,,,,,"lpos","vi","VibrationalNu",0,"",,"","","",6,""
7322,997,255,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
7331,979,255,,,,,,,"ltos","vi","VibrationalNu",0,"",,"","","",6,""
8393,507,1404,,,,,,,"asymcs","vi","VibrationalNu",0,"",,"","","",6,""
7897,703,99804,,,,,,,"asymcs","vi","VibrationalNu",0,"",,"","","",6,""
8391,237,1404,,,,,,,"asymcs","vi","VibrationalNu",0,"",,"","","",6,""
8389,455,1404,,,,,,,"asymcs","vi","VibrationalNu",0,"",,"","","",6,""
8392,991,1404,,,,,,,"asymcs","vi","VibrationalNu",0,"",,"","","",6,""
8394,506,1404,,,,,,,"asymcs","vi","VibrationalNu",0,"",,"","","",6,""
8954,1049,303,,,,,,,"asymcs","vi","",0,"",,"0","","",,""
8969,703,1404,,,,,,,"asymcs","vi","",0,"",,"","","",,""
8978,1051,112,,,,,,,"","vi","",0,"",,"0","","",2,""
