/vald/db/all.cfg                                                                
Lf------eV
     77.41200 14.05  -1.380   0.000  1.5 160.163  1.5 99.00 99.00 99.00  0.000  0.000   0.000  2p5 *2P   3d"  2D    KP        3   3   3   3   3   3   3   3   3
     77.42900 14.05  -0.430   0.000  1.5 160.128  2.5 99.00 99.00 99.00  0.000  0.000   0.000  2p5 *2P   3d"  2D    KP        3   3   3   3   3   3   3   3   3
     77.46000 12.05  -4.590   0.000  1.5 160.063  1.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *4S   4d'  2D    KP        2   2   2   2   2   2   2   2   2
     77.46000 12.05  -3.760   0.000  1.5 160.063  2.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *4S   4d'  2D    KP        2   2   2   2   2   2   2   2   2
     77.51000 12.05  -1.890   6.863  2.5 166.823  2.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *2D   5d   2F    KP        2   2   2   2   2   2   2   2   2
     77.51100 12.05  -0.700   6.865  1.5 166.823  2.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *2D   5d   2F    KP        2   2   2   2   2   2   2   2   2
     77.62100 12.05  -5.410   0.000  1.5 159.731  2.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *4S   4d'  2F    KP        2   2   2   2   2   2   2   2   2
     77.71800 14.05  -0.570   0.631  0.5 160.163  1.5 99.00 99.00 99.00  0.000  0.000   0.000  2p5 *2P   3d"  2D    KP        3   3   3   3   3   3   3   3   3
     77.78600 12.05  -7.020   6.865  1.5 166.258  1.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *2D   4p"' 4P    KP        2   2   2   2   2   2   2   2   2
     77.78600 12.05  -6.840   6.865  1.5 166.258  2.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *2D   4p"' 4P    KP        2   2   2   2   2   2   2   2   2
     77.78600 12.05  -7.320   6.865  1.5 166.258  0.5 99.00 99.00 99.00  0.000  0.000   0.000  2p3 *2D   4p"' 4P    KP        2   2   2   2   2   2   2   2   2
     77.94500 13.05  -1.050   0.000  2.0 159.068  2.0 99.00 99.00 99.00  0.000  0.000   0.000  2p4 3P   4d  *3D     KP        2   2   2   2   2   2   2   2   2
